tweet_index,tweet_id,date,text,phase,emotions,like_count,retweet_count,impression_count,reply_count,gender,org,matched_keywords,gold_problem,gold_emotion,gold_meaning,gpt_avoidance,gpt_confidence,gpt_reasoning
260,1629730565854208001,2023-02-26 06:30:20,"@KendineMuhabir 85 kişi sadece bu binada. Cenazeler enkazlara!Dikkatlice aranmadan hafriyat kamyonlarıyla götürülüp moloz olarak dökülüyor.
O enkazların döküldüğü molozlar Türkiye’nin en büyük mezarlığı olacak.
Tarih,insanlık,Türkiye cumhuriyeti vatandaşları unutmasın dünyaya yeten bize yetemedi",4,['ofke'],759,50,122697,4,female,person,['enkaz'],0,0,1,0,high,"Tweet, sorumluluk atfı ve toplumsal eleştiri içeren bir anlam çıkarma ifadesi barındırıyor."
261,1624921605959712777,2023-02-13 00:01:15,Tüm üniversitelerin mimarlık ve mühendislik bölümünde okuyan öğrencilerini hocaları ile beraber deprem bölgesine yardım calışmaları için gönderin..bundan iyi ders mi olur...,3,['onaylamama'],2,1,58,0,male,person,['deprem yardım'],1,0,0,0,high,"Tweet, pratik bir çözüm önerisi sunarak yardım koordinasyonuna yönelik bir çağrı yapmaktadır."
262,1622727581211545600,2023-02-06 22:42:58,@asimmdover @GundemiAntep27 @AFADBaskanlik Ekip var ancak jeneratör yok çok acil lazım,1,['notr'],0,0,65,1,female,person,['AFAD'],1,0,0,0,high,"Tweet, jeneratör ihtiyacını belirterek pratik bir çözüm arayışında olduğu için problem odaklıdır."
263,1624923220573822976,2023-02-13 00:07:40,Afad yok. Kızılay yok. Devlet yok. Umut yok. Sesini duyan yok Adıyaman. #ADIYAMAN #deprem #AFAD #AfadabizimAhbapda #ahbab #ufo #UZAYLILAR #marasdeprem #AhmetHakan #halukleventacil #babalatv @barisatay @OguzhanUgur @haluklevent @kilicdarogluk @eczozgurozel @ekrem_imamoglu https://t.co/64zweZTHVS,3,['umutsuzluk'],1,0,507,0,male,person,"['#deprem', 'AFAD']",0,1,1,0,high,"Tweet, çaresizlik ve umutsuzluk duygularını ifade ederken aynı zamanda devletin eksikliğine dikkat çekerek sorumluluk atfında bulunuyor."
264,1622939617082179589,2023-02-07 12:45:32,"@delinindelisi0 Aysima OK'dan deprem saatinden beri haber
alamıyoruz. Hatay Antakya 2. Akevler Sk. No:34 Nuran Apt. 
#hatay #hatayyardimbekliyor #deprem #seferberlik #ACILYARDIM @AFADHatay @ahbaphatay @Haydi_Ahbap",1,['uzuntu'],9,16,585,0,female,person,"['#deprem', 'deprem yardım', 'AFAD']",1,0,0,0,high,"Tweet, kayıp bir kişi hakkında bilgi paylaşımı ve yardım çağrısı yaparak pratik bir çözüm sunuyor."
265,1623471928492032000,2023-02-09 00:00:45,ÇOK ÇOK ACİL SON SAATLER‼️İSKENDERUN ŞEHİT PAMİR CADDESİ ENKAZDA ÇOKÇA İNSAN VAR HATAYDA ÇOĞUNDAN HABER ALINAMADI LÜTFEN EKİP GÖNDERİLSİN🚨‼️⚠️ #hatayiskenderun #hatay #iskenderun #Sondakika,2,['notr'],20,74,6014,5,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkazda kalan insanlar için acil yardım çağrısı yaparak pratik bir çözüm öneriyor."
266,1623472353329004544,2023-02-09 00:02:26,bir kısmı enkaz altında kalanların yakınlarına ayrılsın bunlar ayriyeten tespit edilerek dağıtılması gerekiyor zor bir iş fakat yapabileceklerimizi hızlı bir şekilde gerçekleştirelim,2,['notr'],2,2,200,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalanların yakınlarına yardımın hızlı ve organize bir şekilde ulaştırılması gerektiğini belirterek pratik bir çözüm öneriyor."
267,1627826940512989188,2023-02-21 00:26:00,"Deprem bölgesinde yaşanan travmalara diğer şehirlerdeki ekran bağımlılığı da ekleniyor ve çok tuhaf bir yöne doğru gidiyoruz. Bir yardımımız dokunmayacaksa ekrandan uzak durmakta fayda var. Çünkü empati, hemhal olmak diye bir şey yoktur. Ateş her zaman düştüğü yeri yakar.",4,"['kaygi', 'umutsuzluk']",12,0,789,0,male,person,['deprem yardım'],0,0,1,0,high,"Tweet, empati eksikliği ve ekran bağımlılığı üzerinden toplumsal bir eleştiri yaparak anlam çıkarma içeriyor."
268,1622406669501071360,2023-02-06 01:27:47,"Adana’da neredeyse ilk defa böyle deprem oldu sanırım, karşıdaki ew resmen sağa sola gidiyor balkondan içeri giremedim resmen #deprem #depremadana",1,['saskinlik'],0,0,763,0,male,person,['#deprem'],0,1,0,0,high,"Tweet, depremin yarattığı korku ve şaşkınlık duygularını ifade ediyor."
269,1627828769967726596,2023-02-21 00:33:17,Hala inanamıyorum İkiniz beraber en güzel yerde cok mutlu olun yakında buluşmak üzere her şeyim sol yanımdaki meleğim oldun artık bu kader değil ❤️ #deprem #ilaydagezmen https://t.co/pyMQfvUVlA,4,['sevgi'],43,2,4885,2,female,person,['#deprem'],0,1,1,0,high,"Tweet, kaybedilen kişilere duyulan özlem ve yas ifadesi içerirken, aynı zamanda 'bu kader değil' ifadesiyle anlam çıkarma çabası gösteriyor."
270,1622543807148335109,2023-02-06 10:32:43,Giresun da sallandı yine  #deprem,1,['notr'],0,0,729,0,male,person,['#deprem'],0,0,0,0,high,"Tweet sadece bir gözlem bildiriyor, herhangi bir duygu, anlam çıkarma veya problem çözme içermiyor."
271,1623472005742751744,2023-02-09 00:01:03,"ACİL RT LÜTFEN !!! Elbistan Barış Derbent Mahallesi , Hüseyin Gök Evi ! Bir anne halen enkaz altında ve ses yok diye AfAD bakmamış , anne zaten konuşamıyor ACİL YARDIM ! KAHRAMANMARAŞ - ELBİSTAN 
@OguzhanUgur @AFADBaskanlik @BabalaTv @PincTivi @haluklevent @moodegram",2,['notr'],1,1,265,1,male,person,"['enkaz', 'AFAD']",1,0,0,0,high,"Tweet, enkaz altındaki bir kişi için acil yardım çağrısı yaparak pratik bir çözüm sunuyor."
272,1624128689565798408,2023-02-10 19:30:29,"Türkiye Komünist Partisi üyeleri deprem bölgesinde çorba yapmış, dağıtıyor.
Depremzedelere yardıma gelen Finike Ülkü Ocakları’nın bir üyesi çorbasını alıyor.

Türkiye Cumhuriyeti budur.
Vatanın selameti için, herkes omuz omuza vermeli.
Arada ayrı, gayrı olmamalı.
Bu vatan bizim. https://t.co/rPQgMNHQnj",2,"['sevgi', 'onaylama']",50,12,3121,0,male,person,['deprem yardım'],1,0,1,0,high,"Tweet, deprem bölgesinde yapılan yardımları ve işbirliğini vurgulayarak pratik çözüm ve toplumsal birlik mesajı veriyor."
273,1623472216137498624,2023-02-09 00:01:53,Arkadaşlar Allah rkzası için sesimizi duyuralım 100 kişinin hayatı söz konusu kepçe ve ahır tonajlı vinç lazım lütfen yardım edin bölgeye ekip gönderelim #hatayyardimbekliyor #AFADhatay #afaddeprem #AhbapDernegi #HalukLevent #OguzhanUgur https://t.co/EY6nifpNUV,2,['arzu'],4,3,329,1,male,person,"['deprem yardım', 'AFAD']",1,1,0,0,high,"Tweet, yardım çağrısı yaparak pratik çözüm öneriyor ve duygusal bir ifade içeriyor."
274,1624927559484948481,2023-02-13 00:24:54,@AlaaddinCosar38 @themarginale Diyanet de orda bir taşı kaldirsa enkaz altında birini kurtarsa günah mı işlemiş olur hocam merak ettim.,3,['onaylamama'],0,0,25,0,male,person,['enkaz'],0,0,1,0,high,"Tweet, Diyanet'in deprem sonrası yardım etmesi gerektiği üzerine ahlaki bir sorgulama yaparak toplumsal sorumluluk atfında bulunuyor."
275,1624921597567029248,2023-02-13 00:01:13,"@izzetbey55 Evladının olduğu enkazın başında günlerce onun sağ salim çıkarılmasını bekleyen acılı bir babanın yüreği senin için bir şey ifade etmiyor mu? Siz, insanlıktan nasibini almamış tipler ne zaman, ne ara türediniz ? Aklım almıyor.",3,"['saskinlik', 'ofke']",91,1,7134,1,male,person,['enkaz'],0,1,1,0,high,"Tweet, duygusal ifadeler ve insanlık sorgulaması üzerinden anlam çıkarma içeriyor."
276,1624925572806635521,2023-02-13 00:17:00,Bitmiyor aq mağdur edebiyatı onlarca suriyeli çıkarıldı enkazdan daha ne kadar sınanacak bu millet ya sabır! https://t.co/ku6DrWFVcG,3,"['kaygi', 'ofke', 'uzuntu']",0,0,190,0,male,person,['enkaz'],0,1,1,0,high,"Tweet, duygusal bir ifade olan 'ya sabır' ifadesiyle çaresizlik ve sabır vurgusu yaparken, aynı zamanda Suriyelilerin varlığı üzerinden toplumsal bir eleştiri ve sorumluluk atfı içeriyor."
277,1627830059896545285,2023-02-21 00:38:24,"İki haftadır insanlara çadır bulamadılar. Geceleri hava dondurucu soğuk. İnsanlar çadır bulamadığı için hasarlı evlerine girmek zorunda kaldılar, o evleri de yeniden başlarına yıkıldı. Allah belanızı versin göz göre göre enkaz altında kaldı insanlar. Son dakika",4,"['kaygi', 'uzuntu']",33,5,10927,4,male,person,['enkaz'],0,1,1,0,high,"Tweet, çaresizlik ve öfke duygularını ifade ederken aynı zamanda sorumluluk atfı yaparak anlam çıkarıyor."
278,1627822210097287173,2023-02-21 00:07:13,@AFADBaskanlik İnanılmaz bir durum,4,['saskinlik'],0,0,24,0,male,person,['AFAD'],0,1,0,0,medium,"Tweet, şaşkınlık ve duygusal bir tepki içeriyor ancak pratik çözüm, anlam çıkarma veya konuyu hafifletme içermiyor."
279,1624926784339775491,2023-02-13 00:21:49,2 ay sonra butun bu yardim kampanyasi yapan arkadaslari gormek isteriz #deprem,3,['arzu'],0,0,108,0,male,person,['#deprem'],0,0,1,0,high,"Tweet, yardım kampanyası yapanlara yönelik bir sorumluluk atfı ve toplumsal bir anlam çıkarma içeriyor."
280,1624577411139485702,2023-02-12 01:13:32,"- HALK ı KİN ve DÜŞMANLIK a
  SEVK ETmek BAHANE si ile
  VATANDAŞı 👀 ALTIna ALMAyın❗️

- yeteri kadar 
   KİN ve DÜŞMANLIK a SAHİB iz
   KİMSEye İHTİYACımız YOK❗️

- #SARAYrejimiENKAZaltında❗️",2,['ofke'],2,0,52,0,female,person,['enkaz'],0,0,1,0,high,"Tweet, hükümete yönelik eleştiri ve sorumluluk atfı içeriyor, bu da meaning_making kategorisine girer."
281,1624925122514624512,2023-02-13 00:15:13,"Kardeşiz, canız, tekiz. Canımız yanıyor, yattığım yatak yediğim yemek aldığım nefes çok zoruma gidiyor. #Hatay #ElbistanYardımBekliyor  #malatyadepremi 
#hatayantakyayardimbekliyor",3,['uzuntu'],6,0,209,0,male,person,['deprem yardım'],0,1,0,0,high,"Tweet, duygusal ifadeler içeriyor ve deprem sonrası yaşanan acıyı dile getiriyor."
282,1623472137968267264,2023-02-09 00:01:35,"@Listenary Hatay/Antakya
Akasya mh. Şehit İlker Düzova sk. no:19
Mustafa Gövce 70 saate yakın süredir enkaz altında hala kurtarılmayı bekliyor. Ailelerinin elinde ekipman olmadığı için çaresizce bekliyorlar.",2,['uzuntu'],4,8,127,0,male,person,['enkaz'],1,1,0,0,high,"Tweet, enkaz altında kalan bir kişi için konum bilgisi vererek yardım çağrısında bulunuyor ve çaresizlik duygusunu ifade ediyor."
283,1627826724904869888,2023-02-21 00:25:09,Allahım sen hepimizi koru Amin #deprem,4,['kaygi'],1,0,213,0,male,person,['#deprem'],0,1,0,0,high,"Tweet, dua ederek korku ve çaresizlik gibi duygusal ifadeler içeriyor."
284,1624791610889314304,2023-02-12 15:24:41,"Depremde enkaz altında ailesini, dostunu kaybetmiş, her şeyini kaybetmiş, cenazesini bile bulamayan, insanların feryadlarının taklidini yapıp hakaret etmenin cezası yok mu? https://t.co/AMCEXzxisp",2,['ofke'],11,0,2109,1,male,person,['enkaz'],0,1,1,0,high,"Tweet, kayıplar ve acı üzerinden duygusal bir ifade içeriyor ve toplumsal sorumluluk sorgulaması yapıyor."
285,1623472414158905346,2023-02-09 00:02:40,"@OguzhanUgur Sınıf arkadaşımız Ekin Mira ve annesi hala enkaz altında. Ekipler Nolursunuz yardımcı olun 

Kahramanmaraş/ Onikişubat Piazza AVM yakınlarında Şazi Bey Mahallesi Ebrar Sitesi E Blok Kat 3",2,['notr'],86,131,13416,6,female,person,['enkaz'],1,1,0,0,high,"Tweet, enkaz altında kalan kişilerin yerini belirterek yardım çağrısında bulunuyor ve duygusal bir yardım talebi içeriyor."
286,1627829156875579392,2023-02-21 00:34:49,"Uyku yok uyuyamıyorum bunları izleyip izleyip ağlıyorum bide orda olsam ne oludum bilmiyorum ALLAH YARDIMCINIZ OLSUN 🙏☹️

CNN TÜRK son dakika 
#Hatay #Kahramanmaraş #Adana #HAARP
Bismillahirrahmânirrahîm https://t.co/RRIedNPLTN",4,['kaygi'],186,7,55654,1,female,person,['#Kahramanmaraş'],0,1,0,0,high,"Tweet, çaresizlik ve dua içeren duygusal ifadeler barındırıyor."
287,1624929110098161666,2023-02-13 00:31:04,"Fethullah Gülen, bir kez daha depremzedeler için ‘yardım’ çağrısı yaptı: İnsanları teşvik edin https://t.co/lBHt26JfOm",3,['arzu'],217,143,3283,1,male,org,['deprem yardım'],1,0,0,0,high,"Tweet, depremzedeler için yardım çağrısı yaparak pratik bir çözüm öneriyor."
288,1628470503609364480,2023-02-22 19:03:18,"Deprem bölgesinde yardım çalışmalarına katılan Kızılelma Derneği'nin başkanı Koray BUZ ile deprem bölgesini ve yaptıkları çalışmaları konuşacağız.
@haydisendegelSa

26 Şubat Pazar
Saat: 20.00 https://t.co/TG5pJv09zg",4,['notr'],20,8,915,0,male,person,['deprem yardım'],1,0,0,0,high,"Tweet, yardım çalışmalarına katılan bir dernek başkanı ile yapılacak bir konuşmayı duyurarak bilgi paylaşımı ve yardım koordinasyonu sağlıyor."
289,1627825560633151488,2023-02-21 00:20:31,"115 milyar 146 milyon 528 bin TL yardım parası?
743 milyar 418 milyon 456 bin TL deprem vergisi?

#YardımParalarıNerede",4,['notr'],118,59,5057,6,female,person,['deprem yardım'],0,0,1,0,high,"Tweet, yardım paraları ve deprem vergileri üzerinden hesap sorma ve toplumsal sorumluluk atfı yapmaktadır."
290,1624922616925417472,2023-02-13 00:05:16,2. Sana kim bunu yaptıysa ifşa etki; biz de bilelim yanlışsa yüzüne tükürelim. Ama sen bari sosyal kırım yapıp insanları enkazda bırakma @haluklevent,3,['ofke'],541,203,22911,5,male,person,['enkaz'],0,0,1,0,high,"Tweet, bir kişiye sorumluluk atfederek toplumsal bir anlam çıkarma ve hesap sorma içermektedir."
291,1624929056956317698,2023-02-13 00:30:51,"Deprem bölgesine çadır yardımı istiyoruz ‼️

@Koctas
 
@DecathlonTurkey
 
@SportPointX
 
@Columbia_TR
 
@tekzenturkiye

🚨 Kopyala-yapıştır yaparak yayalım lütfen.",3,['arzu'],0,0,101,0,male,person,['deprem yardım'],1,0,0,0,high,"Tweet, deprem bölgesine çadır yardımı talep ederek pratik bir çözüm ve yardım koordinasyonu sağlamaya çalışıyor."
292,1624923724506927105,2023-02-13 00:09:40,@adiyamnin50tonu Arkadaki de insanların hakkını yemekten bahsediyor. Depremin 6. Günü deprem bölgesine gelmiş konuştuğu şeyler depremin 1. Günü de varmış gibi konuşmak enkaz altında bir hafta boyunca yatan insanların hakkına girmekten başka hiçbir şey değil. Allah sizi sizin gibilerle sınasın.,3,['ofke'],9,0,270,0,female,person,['enkaz'],0,1,1,0,high,"Tweet, duygusal bir ifade olan 'Allah sizi sizin gibilerle sınasın' ifadesiyle birlikte, sorumluluk atfı ve eleştiri içermektedir."
293,1627825649137115138,2023-02-21 00:20:52,"İstanbulda ve ulkenin çoğunda her gece böyleyiz artık.. Her gece yaptigimiz uyku rutini bile, ne büyük nimetmis🥺
#depremoldu #HAARP https://t.co/e763pWumpo",4,['kaygi'],91,3,24164,1,female,person,['#deprem'],0,1,0,0,high,"Tweet, uyku rutininin kıymetini anlama ve duygusal bir ifade içeriyor."
294,1624925411363766273,2023-02-13 00:16:22,"Bir hafta once umutla devam ettigimiz hayatlarimiz, hayallerimiz vardi. Bugun Maslow https://t.co/2mrCubWuHn en alt tabakaya sahipsek once utandigimiz sonra sukrettigimiz hayatlarimiz var #deprem.",3,['pismanlik'],0,0,83,0,male,person,['#deprem'],0,1,1,0,high,"Tweet, duygusal ifadeler ve toplumsal anlam çıkarma içeriyor; umut, utanç ve şükran duygularını ifade ediyor ve Maslow'un ihtiyaçlar hiyerarşisine atıfta bulunarak anlam çıkarıyor."
295,1622418200179752967,2023-02-06 02:13:36,"Arkadaşlar lütfen beni aramayin lütfen rica ediyorum ben iyiyim beni aramayin. Aramalar yüzunden 40 dakikadır ailemden hsbern alamiyroum
#Gaziantep",1,['uzuntu'],78,9,9078,2,male,person,['#Gaziantep'],1,0,0,0,high,"Tweet, aramaların kesilmesi için bir çağrı yaparak pratik bir çözüm öneriyor."
296,1623559778214768645,2023-02-09 05:49:50,Bunu da attık hafızaya #DEPREMOLDU https://t.co/nGoqMxUpLP,2,['notr'],1,0,82,0,female,person,['#deprem'],0,0,0,1,high,"Tweet, deprem konusunu hafifletme ve mesafe koyma amacı taşıyan bir ifade içeriyor."
297,1624928796905287683,2023-02-13 00:29:49,@OguzhanUgur @haluklevent @ahbap @AFADTurkiye  canli bebek ihbari lutfen dikkat! https://t.co/l488pCis2P,3,['notr'],0,0,21,0,male,person,['AFAD'],1,0,0,0,high,"Tweet, canlı bebek ihbarı yaparak yardım koordinasyonu sağlamaya çalışıyor."
298,1627827381086961665,2023-02-21 00:27:45,tarsus’ta yaşayan biri olarak hatay’daki depremden evim felaket bi şekilde sallandıysa adana’da beklenen deprem sonucu enkaz altında kalacağımı garanti ediyorum. önlem alınmadığı müddetçe olur da enkaz altında kalırsam kimseye hakkım helal değil #Adana #mersin #deprem,4,['kaygi'],255,28,53458,7,female,person,"['#deprem', 'enkaz']",0,1,1,0,high,"Tweet, deprem korkusu ve çaresizlik duygularını ifade ederken, aynı zamanda önlem alınmadığı için sorumluluk atfı yapıyor."
299,1628294354589589505,2023-02-22 07:23:21,@ardayeey Ben enkazdan sonra helikopter ile hastaneye sevk edildim. Kırıklarım olduğu için tedavi görüyorum. Ama orada 1. Dereceden akrabalarım var. Haber alıyorum.,4,['uzuntu'],0,0,480,1,female,person,['enkaz'],0,1,0,0,medium,"Tweet, enkazdan kurtulma ve akrabalarından haber alma sürecinde duygusal bir ifade içeriyor."
300,1627826644797820930,2023-02-21 00:24:50,@umutisigimidi @yirmiucderece Afada gidince saatimize bakıp dediler merak etme yapıyorlar boyle sakalar 🤣🤣,4,['mutluluk'],1,0,172,0,male,person,['AFAD'],0,0,0,1,high,"Tweet, ironi ve mizah kullanarak konuyu hafifletmeye çalışıyor."
301,1627827146516230144,2023-02-21 00:26:49,"Sevdigin siyasiyi ben sevmem, 
sevdigimi de sen sevmezsin!

bana saygı duy, haklarımı koru, beni sev, beni dinle, ben varım,insanım, can taşıyorum, duygularım var, sevdiklerim var, vatanımız aynı aynı sudan içtik neden düşman olmalıyız?

#Hatay #depremoldu #YardımParalarıNerede",4,['sevgi'],0,0,472,0,male,person,"['#deprem', 'deprem yardım']",0,1,0,0,high,"Tweet, duygusal ifadeler ve toplumsal anlam çıkarma içeriyor; insanlar arasındaki düşmanlığı sorguluyor ve birlik çağrısı yapıyor."
302,1623471814075621377,2023-02-09 00:00:17,"@OguzhanUgur General Şükrü Kanadlı Cd. 21
31030 Hatay Merkez 
Hatay/Türkiye -Asi Nehri ❗️❗️❗️❗️❗️ACİL YARDIM EKİP BEKLENİYOR ENKAZLARI ANCAK BÜYÜK MAKİNELER KALDIRABİLİR AYRICA ÇADIR BATTANİYE VE GIDA İHTİYACI VAR YARDIM BEKLİYORUZ ❗️❗️❗️❗️❗️❗️❗️❗️❗️@AFADHatay @OguzhanUgur @HatayValiligi",2,['notr'],0,0,32,0,male,person,"['enkaz', 'AFAD']",1,0,0,0,high,"Tweet, enkaz koordinatı vererek acil yardım çağrısı yapıyor ve pratik çözümler öneriyor."
303,1624923486979297283,2023-02-13 00:08:43,"Türkiye'de 22 yılda 38 milyar 227 milyon dolar deprem vergisi toplandı. 

Bu vergiyle 96 metrekare büyüklüğünde 1,3 milyon konut yapılabilirdi. (Euronews) #uzaylılar #deprem istanbulda",3,['notr'],6,1,317,0,male,person,['#deprem'],0,0,1,0,high,"Tweet, toplanan deprem vergileri üzerinden toplumsal bir eleştiri ve sorumluluk atfı yaparak anlam çıkarma kategorisine giriyor."
304,1623472239441059842,2023-02-09 00:01:59,Bekir Amca Kurtarıldı 🙏 #Bekir #Gaziantep https://t.co/VzxOfrm52d,2,['notr'],0,0,276,0,male,person,['#Gaziantep'],0,1,0,0,high,"Tweet, kurtarılan bir kişi için şükran ve sevinç ifadesi içeriyor."
305,1623472313319530497,2023-02-09 00:02:16,"@epikmessianlari MSKÜ PDR ÖĞRENCİSİ 
+90 (507) 933 13 25  Furkan Çelik (23)
Saatlerdir enkaz altında binaya kimse gitmemis lütfen arkadaşımızı ölüme terketmeyelim
KAHRAMANMARAŞ DULKADİROĞLU MENDERES MAHALLESİ TRABZON BULVARI NO 127 AĞAOĞLU SİTESİ B BLOK",2,['uzuntu'],0,1,20,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan bir kişi için yardım çağrısı yaparak pratik bir çözüm sunuyor."
306,1623471864122056704,2023-02-09 00:00:29,enkaz altındayım Hatay'dayım sarjım 3 nefes alamıyorum annem ses vermiyor öldü galiba lütfen yayın bunu Ekinci Mah. İnönü Cad. B blok 3. kat nefes alamıyorumm yardım edin,2,['notr'],194,301,35944,10,male,person,['enkaz'],1,1,0,0,high,"Tweet, yardım çağrısı ve konum bilgisi vererek pratik çözüm arayışında ve aynı zamanda çaresizlik ve korku duygularını ifade ediyor."
307,1624922212846149634,2023-02-13 00:03:39,"Ne zaman duyacaksınız ? Ne yapmak lazım vedat cuci ve ailesini çıkartmak için , yazmadığım başvurmadığım kurum kalmadı , sonuç , yine döndük tweetler den medet aramaya , sanatçı , ekonomist  etiketliyorum , o ufacık ihtimale tutunup ... lütfen!! @AFADHatay @BabalaTv @ahbap",3,['ofke'],2,4,388,0,female,person,['AFAD'],1,1,0,0,high,"Tweet, yardım çağrısı yaparak pratik çözüm arayışında ve çaresizlik duygusu ifade ediyor."
308,1623472269849726976,2023-02-09 00:02:06,"Uçakta son eğitimi alıyor izliyor dinliyor, yükü ağır enkazdan can çıkarttıracak bu can dostlarımız canlarımız🙏😔🐾
#deprem 🙏😔 
#hayvanlarolmadanasla..🐾 https://t.co/BVHIRbq3Ie",2,['uzuntu'],139,29,1951,2,male,person,"['#deprem', 'enkaz']",0,1,0,0,high,"Tweet, duygusal ifadeler ve sembollerle (🙏😔🐾) köpeklerin enkazdan can kurtarma çabalarına duyulan minnettarlığı ve duygusal bağlılığı ifade ediyor."
309,1622514149480620032,2023-02-06 08:34:52,"KiMSE GITMIYOR LÜTFEN 4 saattir enkaz altindalar gok yaslilar anneannem ve dedem Hatay/iskenderun Cay Mahallesi
Sahil Caddesi Eren Apartmani bina tamamen yikilmis durumda lütfen birileri yardim etsin teyzem tek basina enkazin yaninda #deprem #enkazaltındayım",1,['uzuntu'],6,7,702,0,male,person,"['#deprem', 'enkaz']",1,1,0,0,high,"Tweet, enkaz altında kalanlar için yardım çağrısı yaparak problem odaklı bir yaklaşım sergiliyor ve aynı zamanda çaresizlik ve yardım isteği duygularını ifade ediyor."
310,1622494434632908803,2023-02-06 07:16:32,Sincik-Adiyamanda da Depremin üzerinden 6 saat geçmesine rağmen herhangi bir yardım gelmedi  enkaz altında kurtarılmayı bekliyorlar     #deprem #ahmetaydin,1,['notr'],3,2,410,0,male,person,"['#deprem', 'deprem yardım', 'enkaz']",0,1,0,0,high,"Tweet, yardım gelmemesi nedeniyle çaresizlik ve endişe ifade ediyor."
311,1624927698748420097,2023-02-13 00:25:27,"O bölgedeki genel sorunların anlık değişimi hayret verici gerçekten. 1 saat önce büyük sorun olan şeyler bolluğa, bolluk olan şeyler soruna kıtlığa dönüşebiliyor veya hiç umulmadık şeyler ulaşılmaz duruma geliyor. AFAD zaten bunun böyle olmaması için yok mu ?",3,['saskinlik'],3,0,90,0,male,person,['AFAD'],0,0,1,0,high,"Tweet, AFAD'ın varlık amacını sorgulayarak sorumluluk atfı yapıyor ve toplumsal bir anlam çıkarıyor."
312,1623472090589413376,2023-02-09 00:01:23,TEYİTLİ ACİLL PAYLAŞIN ! #depremsondakika #ADIYAMAN #afad #HalukLevent #SESGELİYOR https://t.co/dVxGzfEFsH,2,['notr'],2,5,492,0,male,person,"['#deprem', 'AFAD']",1,0,0,0,high,"Tweet, teyitli bilgi paylaşımı ve yardım koordinasyonu amacı taşıyor."
313,1627831103322042370,2023-02-21 00:42:33,@mutsuz4m Afada güvenip para göndermediğim için kendimi tebrik ediyorum,4,['notr'],4,0,899,0,male,person,['AFAD'],0,0,1,1,high,"Tweet, AFAD'a güvenmeme üzerinden sorumluluk atfı ve ironi içeriyor."
314,1627824527399952384,2023-02-21 00:16:25,"birlik olalım birbirimizi ALLAH için sevelim, partizanliktan vazgeçelim 
Ateisti, putperesti, sağcısı, solcusu, Müslümanı Hristiyanı bu memleketin suyunu içmiş olan herkes başı daralinca  ALLAH der memleketimizin mayası böyle

#Hatay #depremoldu #YardımParalarıNerede",4,['arzu'],1,0,368,0,male,person,"['#deprem', 'deprem yardım']",0,0,1,0,high,"Tweet, toplumsal birlik ve dini anlam çıkarma üzerine vurgu yaparak meaning_making kategorisine giriyor."
315,1623472000147529729,2023-02-09 00:01:02,Enkazdan çıkartılan yaralıların biran önce kayıtları düzenlenip hangi şehirde hangi hastanede tedavi gördükleri herkesin ulaşabileceği platformlar da yayınlanmalıdır. #deprem,2,['notr'],2,0,150,1,male,person,"['#deprem', 'enkaz']",1,0,0,0,high,"Tweet, yaralıların kayıtlarının düzenlenmesi ve paylaşılması gibi pratik bir çözüm önerisi sunuyor."
316,1625916669146038277,2023-02-15 17:55:16,"Depremden bana kalan onlarca keramet ve yüzlerce anne, abi, kardeş, abla oldu.

İlk günden itibaren yardımlarımızda bizimle olan ailem, akrabalarım, dostlarım ve özellikle Yusuf kardeşime teşekkür ediyorum. 

Milletimize aşığız. ❤️

Artık önlem alıp, hazırlıklı olma vakti ! https://t.co/GSpaXWEEYw",3,['minnet'],13,0,984,0,male,person,['deprem yardım'],1,1,0,0,high,"Tweet, yardım çağrısı ve teşekkür içerdiği için problem_focused ve duygusal ifadeler içerdiği için emotion_focused kategorilerine girer."
317,1627822962521911297,2023-02-21 00:10:12,"75 çadır kime yetecek???
Hatay Defne İlçesi'ne bağlı 30 bin nüfuslu Ekinci Mahallesi'ne Suudi Arabistan'dan sadece 75 tane çadır geldi.
#Deprem https://t.co/CLOLZsaKLI",4,['notr'],233,96,15637,11,female,person,['#deprem'],0,0,1,0,high,"Tweet, yardımın yetersizliğine dikkat çekerek sorumluluk atfı yapıyor ve toplumsal bir eleştiri içeriyor."
318,1622515242960912390,2023-02-06 08:39:13,"LÜTFEN YARDIM EDİN ‼️Arkadaşımız göçük altında haber alamıyoruz HATAY MERKEZ , GÜZELBİRLİK MAHALLESİ KÜME EVLER 600 konutlar SİTESİ 11.Blok KAT 1  ÖMER EMEÇ #ENKAZALTİNDAYİM #hatay #antakya @AFADBaskanlik @AFADHatay",1,['notr'],4,13,2812,3,male,person,"['enkaz', 'AFAD']",1,1,0,0,high,"Tweet, enkaz altında kalan bir kişi için yardım çağrısı yaparak pratik çözüm arayışında ve duygusal bir yardım talebi içeriyor."
